"ID","ClassID","SubclassID","Sound_Override_Subclassid","Material","DisplayInfoID","InventoryType","SheatheType"
"99423","4","1","-1","7","44949","1","0"
"99424","4","1","-1","7","50018","1","0"
"99425","4","1","-1","7","50019","1","0"
"99426","4","1","-1","7","50020","1","0"
"99427","4","1","-1","7","50013","3","0"
"99428","4","1","-1","7","50012","3","0"
"99429","4","1","-1","7","50014","3","0"
"99430","4","1","-1","7","50009","3","0"
"99431","4","1","-1","7","48299","20","0"
"99432","4","1","-1","7","48925","20","0"
"99433","4","1","-1","7","48921","20","0"
"99434","4","1","-1","7","48384","20","0"
"99435","4","1","-1","7","48683","6","0"
"99436","4","1","-1","7","48686","6","0"
"99437","4","1","-1","7","48689","6","0"
"99438","4","1","-1","7","48356","6","0"
"99439","4","1","-1","7","48295","7","0"
"99440","4","1","-1","7","48296","7","0"
"99441","4","1","-1","7","48307","7","0"
"99442","4","1","-1","7","49952","7","0"
"99443","4","1","-1","7","48685","8","0"
"99444","4","1","-1","7","48688","8","0"
"99445","4","1","-1","7","48691","8","0"
"99446","4","1","-1","7","48367","8","0"
"99447","4","1","-1","7","48321","9","0"
"99448","4","1","-1","7","48349","9","0"
"99449","4","1","-1","7","48316","9","0"
"99450","4","1","-1","7","48684","9","0"
"99451","4","1","-1","7","48305","10","0"
"99452","4","1","-1","7","48306","10","0"
"99453","4","1","-1","7","48387","10","0"
"99454","4","1","-1","7","48923","10","0"
"99455","4","2","-1","8","45779","1","0"
"99456","4","2","-1","8","45780","1","0"
"99457","4","2","-1","8","48020","1","0"
"99458","4","2","-1","8","48019","1","0"
"99459","4","2","-1","8","47999","3","0"
"99460","4","2","-1","8","48005","3","0"
"99461","4","2","-1","8","48052","3","0"
"99462","4","2","-1","8","48591","3","0"
"99463","4","2","-1","8","48011","20","0"
"99464","4","2","-1","8","48012","20","0"
"99465","4","2","-1","8","48912","20","0"
"99466","4","2","-1","8","48916","20","0"
"99467","4","2","-1","8","48676","6","0"
"99468","4","2","-1","8","48677","6","0"
"99469","4","2","-1","8","48352","6","0"
"99470","4","2","-1","8","48357","6","0"
"99471","4","2","-1","8","47975","7","0"
"99472","4","2","-1","8","47995","7","0"
"99473","4","2","-1","8","48603","7","0"
"99474","4","2","-1","8","48597","7","0"
"99475","4","2","-1","8","48678","8","0"
"99476","4","2","-1","8","48679","8","0"
"99477","4","2","-1","8","48363","8","0"
"99478","4","2","-1","8","48362","8","0"
"99479","4","2","-1","8","48311","9","0"
"99480","4","2","-1","8","48322","9","0"
"99481","4","2","-1","8","48324","9","0"
"99482","4","2","-1","8","48681","9","0"
"99483","4","2","-1","8","48018","10","0"
"99484","4","2","-1","8","48917","10","0"
"99485","4","2","-1","8","48059","10","0"
"99486","4","2","-1","8","49966","10","0"
"99487","4","3","-1","5","53564","1","0"
"99488","4","3","-1","5","48025","1","0"
"99489","4","3","-1","5","48024","1","0"
"99490","4","3","-1","5","45778","1","0"
"99491","4","3","-1","5","47998","3","0"
"99492","4","3","-1","5","48004","3","0"
"99493","4","3","-1","5","48609","3","0"
"99494","4","3","-1","5","48616","3","0"
"99495","4","3","-1","5","48014","20","0"
"99496","4","3","-1","5","48013","20","0"
"99497","4","3","-1","5","48913","20","0"
"99498","4","3","-1","5","48918","20","0"
"99499","4","3","-1","5","48671","6","0"
"99500","4","3","-1","5","48674","6","0"
"99501","4","3","-1","5","48358","6","0"
"99502","4","3","-1","5","48353","6","0"
"99503","4","3","-1","5","47990","7","0"
"99504","4","3","-1","5","47993","7","0"
"99505","4","3","-1","5","48050","7","0"
"99506","4","3","-1","5","48608","7","0"
"99507","4","3","-1","5","48672","8","0"
"99508","4","3","-1","5","48675","8","0"
"99509","4","3","-1","5","48370","8","0"
"99510","4","3","-1","5","48364","8","0"
"99511","4","3","-1","5","48325","9","0"
"99512","4","3","-1","5","48326","9","0"
"99513","4","3","-1","5","48315","9","0"
"99514","4","3","-1","5","48670","9","0"
"99515","4","3","-1","5","48034","10","0"
"99516","4","3","-1","5","48914","10","0"
"99517","4","3","-1","5","48919","10","0"
"99518","4","3","-1","5","48060","10","0"
"99519","4","4","-1","6","43886","1","0"
"99520","4","4","-1","4","45782","1","0"
"99521","4","4","-1","4","48022","1","0"
"99522","4","4","-1","-1","48033","1","0"
"99523","4","4","-1","1","50016","3","0"
"99524","4","4","-1","1","50017","3","0"
"99525","4","4","-1","1","50015","3","0"
"99526","4","4","-1","1","50003","3","0"
"99527","4","4","-1","1","48015","5","0"
"99528","4","4","-1","1","48016","5","0"
"99529","4","4","-1","1","48927","5","0"
"99530","4","4","-1","1","48928","5","0"
"99531","4","4","-1","1","48660","6","0"
"99532","4","4","-1","1","48661","6","0"
"99533","4","4","-1","1","48355","6","0"
"99534","4","4","-1","1","48360","6","0"
"99535","4","4","-1","6","47988","7","0"
"99536","4","4","-1","6","47991","7","0"
"99537","4","4","-1","6","48043","7","0"
"99538","4","4","-1","6","48045","7","0"
"99539","4","4","-1","1","48663","8","0"
"99540","4","4","-1","1","48669","8","0"
"99541","4","4","-1","1","48366","8","0"
"99542","4","4","-1","1","48372","8","0"
"99543","4","4","-1","6","48313","9","0"
"99544","4","4","-1","6","48312","9","0"
"99545","4","4","-1","6","48314","9","0"
"99546","4","4","-1","6","48347","9","0"
"99547","4","4","-1","1","48032","10","0"
"99548","4","4","-1","1","48905","10","0"
"99549","4","4","-1","1","48926","10","0"
"99550","4","4","-1","1","48640","10","0"
"99551","4","1","-1","7","43891","1","0"
"99552","4","1","-1","7","50005","1","0"
"99553","4","1","-1","7","50007","1","0"
"99554","4","1","-1","7","50008","1","0"
"99555","4","1","-1","7","50010","3","0"
"99556","4","1","-1","7","50011","3","0"
"99557","4","1","-1","7","45676","3","0"
"99558","4","1","-1","7","45126","3","0"
"99559","4","1","-1","7","49954","20","0"
"99560","4","1","-1","7","49963","20","0"
"99561","4","1","-1","7","49958","20","0"
"99562","4","1","-1","7","48300","20","0"
"99563","4","1","-1","7","48359","6","0"
"99564","4","1","-1","7","48354","6","0"
"99565","4","1","-1","7","47412","6","0"
"99566","4","1","-1","7","47421","6","0"
"99567","4","1","-1","7","49955","7","0"
"99568","4","1","-1","7","49964","7","0"
"99569","4","1","-1","7","49959","7","0"
"99570","4","1","-1","7","45218","7","0"
"99571","4","1","-1","7","48368","8","0"
"99572","4","1","-1","7","48371","8","0"
"99573","4","1","-1","7","48365","8","0"
"99574","4","1","-1","7","47414","8","0"
"99575","4","1","-1","7","48687","9","0"
"99576","4","1","-1","7","48690","9","0"
"99577","4","1","-1","7","45745","9","0"
"99578","4","1","-1","7","45743","9","0"
"99579","4","1","-1","7","48920","10","0"
"99580","4","1","-1","7","48618","10","0"
"99581","4","1","-1","7","49960","10","0"
"99582","4","1","-1","7","49957","10","0"
"99583","4","2","-1","8","48601","1","0"
"99584","4","2","-1","8","48602","1","0"
"99585","4","2","-1","8","48739","1","0"
"99586","4","2","-1","8","52634","1","0"
"99587","4","2","-1","8","48598","3","0"
"99588","4","2","-1","8","45436","3","0"
"99589","4","2","-1","8","45667","3","0"
"99590","4","2","-1","8","46944","3","0"
"99591","4","2","-1","8","48054","20","0"
"99592","4","2","-1","8","48055","20","0"
"99593","4","2","-1","8","49968","20","0"
"99594","4","2","-1","8","48599","20","0"
"99595","4","2","-1","8","47409","6","0"
"99596","4","2","-1","8","47900","6","0"
"99597","4","2","-1","8","45245","6","0"
"99598","4","2","-1","8","45244","6","0"
"99599","4","2","-1","8","45428","7","0"
"99600","4","2","-1","8","45665","7","0"
"99601","4","2","-1","8","45666","7","0"
"99602","4","2","-1","8","46946","7","0"
"99603","4","2","-1","8","48369","8","0"
"99604","4","2","-1","8","47428","8","0"
"99605","4","2","-1","8","47403","8","0"
"99606","4","2","-1","8","45238","8","0"
"99607","4","2","-1","8","48682","9","0"
"99608","4","2","-1","8","45746","9","0"
"99609","4","2","-1","8","45753","9","0"
"99610","4","2","-1","8","47436","9","0"
"99611","4","2","-1","8","49965","10","0"
"99612","4","2","-1","8","48039","10","0"
"99613","4","2","-1","8","45426","10","0"
"99614","4","2","-1","8","45664","10","0"
"99615","4","3","-1","5","45783","1","0"
"99616","4","3","-1","5","48606","1","0"
"99617","4","3","-1","5","48613","1","0"
"99618","4","3","-1","5","48614","1","0"
"99619","4","3","-1","5","45682","3","0"
"99620","4","3","-1","5","45672","3","0"
"99621","4","3","-1","5","46881","3","0"
"99622","4","3","-1","5","46890","3","0"
"99623","4","3","-1","5","48604","20","0"
"99624","4","3","-1","5","49969","20","0"
"99625","4","3","-1","5","46356","20","0"
"99626","4","3","-1","5","45807","20","0"
"99627","4","3","-1","5","47406","6","0"
"99628","4","3","-1","5","47419","6","0"
"99629","4","3","-1","5","45247","6","0"
"99630","4","3","-1","5","45765","6","0"
"99631","4","3","-1","5","48615","7","0"
"99632","4","3","-1","5","45681","7","0"
"99633","4","3","-1","5","45671","7","0"
"99634","4","3","-1","5","46882","7","0"
"99635","4","3","-1","5","47408","8","0"
"99636","4","3","-1","5","47420","8","0"
"99637","4","3","-1","5","45240","8","0"
"99638","4","3","-1","5","45239","8","0"
"99639","4","3","-1","5","48673","9","0"
"99640","4","3","-1","5","45744","9","0"
"99641","4","3","-1","5","45750","9","0"
"99642","4","3","-1","5","45358","9","0"
"99643","4","3","-1","5","48605","10","0"
"99644","4","3","-1","5","48611","10","0"
"99645","4","3","-1","5","48037","10","0"
"99646","4","3","-1","5","45679","10","0"
"99647","4","4","-1","-1","48058","1","0"
"99648","4","4","-1","4","48057","1","0"
"99649","4","4","-1","4","48740","1","0"
"99650","4","4","-1","-1","49685","1","0"
"99651","4","4","-1","1","49995","3","0"
"99652","4","4","-1","1","45661","3","0"
"99653","4","4","-1","1","45884","3","0"
"99654","4","4","-1","1","46953","3","0"
"99655","4","4","-1","1","48053","5","0"
"99656","4","4","-1","1","50001","5","0"
"99657","4","4","-1","1","49999","5","0"
"99658","4","4","-1","1","46351","5","0"
"99659","4","4","-1","1","48361","6","0"
"99660","4","4","-1","1","47047","6","0"
"99661","4","4","-1","1","47415","6","0"
"99662","4","4","-1","1","48291","6","0"
"99663","4","4","-1","6","50002","7","0"
"99664","4","4","-1","6","49996","7","0"
"99665","4","4","-1","6","46359","7","0"
"99666","4","4","-1","6","45660","7","0"
"99667","4","4","-1","1","44735","8","0"
"99668","4","4","-1","1","47417","8","0"
"99669","4","4","-1","1","29863","8","0"
"99670","4","4","-1","1","45332","8","0"
"99671","4","4","-1","6","48348","9","0"
"99672","4","4","-1","6","48662","9","0"
"99673","4","4","-1","6","48664","9","0"
"99674","4","4","-1","6","29859","9","0"
"99675","4","4","-1","1","49998","10","0"
"99676","4","4","-1","1","48036","10","0"
"99677","4","4","-1","1","45659","10","0"
"99678","4","4","-1","1","45685","10","0"
"99679","4","2","-1","8","45434","1","0"
"99680","4","2","-1","8","45663","1","0"
"99681","4","2","-1","8","48262","1","0"
"99682","4","2","-1","8","48261","1","0"
"99683","4","2","-1","8","46938","3","0"
"99684","4","2","-1","8","45752","3","0"
"99685","4","2","-1","8","45816","3","0"
"99686","4","2","-1","8","45758","3","0"
"99687","4","2","-1","8","46352","5","0"
"99688","4","2","-1","8","45425","5","0"
"99689","4","2","-1","8","45662","5","0"
"99690","4","2","-1","8","46945","5","0"
"99691","4","2","-1","8","45730","6","0"
"99692","4","2","-1","8","45264","6","0"
"99693","4","2","-1","8","48483","6","0"
"99694","4","2","-1","8","42636","6","0"
"99695","4","2","-1","8","46937","7","0"
"99696","4","2","-1","8","45227","7","0"
"99697","4","2","-1","8","45724","7","0"
"99698","4","2","-1","8","48449","7","0"
"99699","4","2","-1","8","45800","8","0"
"99700","4","2","-1","8","45326","8","0"
"99701","4","2","-1","8","45729","8","0"
"99702","4","2","-1","8","45352","8","0"
"99703","4","2","-1","8","45288","9","0"
"99704","4","2","-1","8","45775","9","0"
"99705","4","2","-1","8","45401","9","0"
"99706","4","2","-1","8","47411","9","0"
