639	1500	2000	1	1	1	2.45	0
642	2000	2000	1	1	1	3.3	0
645	2000	2000	1	1	1	2.45	0
1853	2000	2000	1	1	2	2.3	0
2748	2600	2000	1	1	1	2.7	0
3654	2000	2000	1	1	1	2.4	0
3975	2500	2000	1	1	1	3.8	0
3976	2200	2000	1	1	2	2.6	0
3977	2000	2000	1	1	2	2.2	0
4275	2000	2000	1	1	2	5.7	0
4278	2000	2000	1	1	2	2.3	0
4420	2000	2000	1	1	1	1.7	0
4421	2000	2000	1	1	2	1.7	0
4627	2000	2000	1	1	1	1	0
4825	2000	2000	1	1	1	1.7	0
4829	2000	2000	1	1	1	1.7	0
4832	2000	2000	1	1	2	1.7	0
4978	2000	2000	1	1	2	1.7	0
5709	2000	2000	1	1	1	2.4	0
5710	2000	2000	1	1	2	2.4	0
5775	3500	2000	1	1	1	7.5	0
6066	2000	2000	1	1	1	1	0
6235	2000	2000	1	1	1	1.7	0
6487	2000	2000	1	1	8	2.4	0
6575	2000	2000	1	1	8	1	0
7076	2300	2000	1	1	1	2.4	0
7077	2000	2000	1	1	8	2.4	0
7267	2000	2000	1	1	1	2.4	0
7273	2000	2000	1	1	1	3.5	0
7309	2000	2000	1	1	1	2.4	0
7358	2000	2000	1	1	2	1.7	0
7797	2600	2000	1	1	1	2.4	0
7800	2000	2000	1	1	1	1.7	0
7915	2000	2000	1	1	1	1	0
8567	2800	2000	1	1	1	1.7	0
8585	2000	2000	1	1	1	1	0
8900	2000	2000	1	1	8	3.5	0
8906	1600	2000	1	1	1	3.5	0
8907	2000	2000	1	1	1	3.5	0
8920	2000	2000	1	1	1	3.5	0
8929	2000	2000	1	1	8	3.5	0
8983	2000	2000	1	1	2	3.5	0
8996	2000	2000	1	1	1	1	0
9016	2400	2000	1	1	1	3.5	0
9017	2000	2000	1	1	1	3.5	0
9019	2000	2000	1	1	1	3.5	0
9025	2000	2000	1	1	1	3.5	0
9034	2000	2000	1	1	2	3.5	0
9035	2000	2000	1	1	1	3.5	0
9036	2000	2000	1	1	2	3.5	0
9037	2800	2000	1	1	1	3.5	0
9038	2000	2000	1	1	2	3.5	0
9039	2000	2000	1	1	2	3.5	0
9040	2000	2000	1	1	1	3.5	0
9156	2000	2000	1	1	1	3.5	0
9178	2000	2000	1	1	1	1	0
9216	1500	2000	1	1	1	3.5	0
9268	2000	2000	1	1	1	3.5	0
9436	2000	2000	1	1	1	1	0
9568	2000	2000	1	1	1	3.5	0
10120	2500	2000	1	1	1	2.4	0
10375	1500	2000	1	1	1	3.5	0
10436	2000	2000	1	1	2	3.5	0
10440	2000	2000	1	1	2	3.5	0
10507	2000	2000	1	1	1	3.5	0
10508	2000	2000	1	1	2	3.5	0
10596	1500	2000	1	1	1	3.5	0
10813	2000	2000	1	1	2	9	0
11197	2000	2000	1	1	1	1	0
11460	800	2000	1	1	1	1	0
11486	1500	2000	1	1	1	5	0
11492	1300	2000	1	1	2	5	0
11496	2000	2000	1	1	1	5	0
11501	2000	2000	1	1	1	6	0
11598	2400	2000	1	1	2	1	0
12201	2000	2000	1	1	1	2.4	0
12225	2000	2000	1	1	2	2.4	0
12236	2000	2000	1	1	1	2.4	0
14324	2000	2000	1	1	2	5	0
14326	2000	2000	1	1	1	5	0
14327	2000	2000	1	1	2	5	0
16807	2000	2000	1	1	2	6	1
16808	1800	2000	1	1	1	6	1
17308	2000	2000	1	1	2	7	1
17377	2000	2000	1	1	8	6	1
17380	2000	2000	1	1	8	4.7	1
17536	2000	2000	1	1	1	4.38	1
17537	1300	2000	1	1	1	5.3	1
17540	1300	2000	1	1	2	1.43	1
17621	1400	2000	1	1	1	3.22	1
17622	1400	2000	1	1	1	3	1
17623	1400	2000	1	1	1	3	1
17662	2000	2000	1	1	1	0.02	1
17695	2000	2000	1	1	1	5	1
17798	2000	2000	1	1	1	6.5	1
17826	1800	2000	1	1	2	9	1
17827	4000	2000	1	1	1	1	1
17882	2000	2000	1	1	2	9.6	1
17941	1200	2000	1	1	2	5.8	1
17942	3000	2000	1	1	1	8	1
17954	2000	2000	1	1	1	1.3	1
17977	2000	2000	1	1	1	6	1
17980	2000	2000	1	1	1	7.5	1
18176	2000	2000	1	1	1	1	0
18177	2000	2000	1	1	1	1	0
18179	2000	2000	1	1	1	1	0
18344	2000	2000	1	1	2	6	1
18371	2000	2000	1	1	2	6	1
18373	2000	2000	1	1	2	14	1
18374	1400	2000	1	1	1	1	0
18430	2000	2000	1	1	2	3	1
18431	2000	2000	1	1	2	1	1
18441	2000	2000	1	1	1	2	1
18473	2000	2000	1	1	8	9.2	1
18478	1391	2000	1	1	1	4.99	1
18708	2800	2000	1	1	1	5	1
19220	1200	2000	1	1	2	6	1
19919	2000	2000	1	1	1	2	1
19920	2000	2000	1	1	1	2	1
19949	2000	2000	1	1	1	2	1
20208	2000	2000	1	1	1	1	0
20885	1600	2000	1	1	1	8.5	1
20886	2000	2000	1	1	1	8	1
21062	2000	2000	1	1	2	2.14	1
22299	2000	2000	1	1	2	1	1
24664	2000	2000	1	1	2	4.75	1
24674	2000	2000	1	1	1	1	1
24708	2000	2000	1	1	1	1	0
