"ID","ClassID","SubclassID","Sound_Override_Subclassid","Material","DisplayInfoID","InventoryType","SheatheType"
"69000","0","0","-1","3","1317","0","0"
"69001","0","0","-1","3","1317","0","0"
"69002","0","0","-1","3","1317","0","0"
"69003","0","0","-1","3","1317","0","0"
"69004","0","0","-1","3","1317","0","0"
"69005","0","0","-1","3","1317","0","0"
"69006","0","0","-1","3","1317","0","0"
"69007","0","0","-1","3","1317","0","0"
"69008","0","0","-1","3","1317","0","0"
"69009","0","0","-1","3","1317","0","0"
"69010","0","0","-1","3","1317","0","0"
