"ID","ClassID","SubclassID","Sound_Override_Subclassid","Material","DisplayInfoID","InventoryType","SheatheType"
"100593","4","1","-1","7","44949","1","0"
"100594","4","1","-1","7","50018","1","0"
"100595","4","1","-1","7","50019","1","0"
"100596","4","1","-1","7","50020","1","0"
"100597","4","1","-1","7","50013","3","0"
"100598","4","1","-1","7","50012","3","0"
"100599","4","1","-1","7","50014","3","0"
"100600","4","1","-1","7","50009","3","0"
"100601","4","1","-1","7","48299","20","0"
"100602","4","1","-1","7","48925","20","0"
"100603","4","1","-1","7","48921","20","0"
"100604","4","1","-1","7","48384","20","0"
"100605","4","1","-1","7","48683","6","0"
"100606","4","1","-1","7","48686","6","0"
"100607","4","1","-1","7","48689","6","0"
"100608","4","1","-1","7","48356","6","0"
"100609","4","1","-1","7","48295","7","0"
"100610","4","1","-1","7","48296","7","0"
"100611","4","1","-1","7","48307","7","0"
"100612","4","1","-1","7","49952","7","0"
"100613","4","1","-1","7","48685","8","0"
"100614","4","1","-1","7","48688","8","0"
"100615","4","1","-1","7","48691","8","0"
"100616","4","1","-1","7","48367","8","0"
"100617","4","1","-1","7","48321","9","0"
"100618","4","1","-1","7","48349","9","0"
"100619","4","1","-1","7","48316","9","0"
"100620","4","1","-1","7","48684","9","0"
"100621","4","1","-1","7","48305","10","0"
"100622","4","1","-1","7","48306","10","0"
"100623","4","1","-1","7","48387","10","0"
"100624","4","1","-1","7","48923","10","0"
"100625","4","2","-1","8","45779","1","0"
"100626","4","2","-1","8","45780","1","0"
"100627","4","2","-1","8","48020","1","0"
"100628","4","2","-1","8","48019","1","0"
"100629","4","2","-1","8","47999","3","0"
"100630","4","2","-1","8","48005","3","0"
"100631","4","2","-1","8","48052","3","0"
"100632","4","2","-1","8","48591","3","0"
"100633","4","2","-1","8","48011","20","0"
"100634","4","2","-1","8","48012","20","0"
"100635","4","2","-1","8","48912","20","0"
"100636","4","2","-1","8","48916","20","0"
"100637","4","2","-1","8","48676","6","0"
"100638","4","2","-1","8","48677","6","0"
"100639","4","2","-1","8","48352","6","0"
"100640","4","2","-1","8","48357","6","0"
"100641","4","2","-1","8","47975","7","0"
"100642","4","2","-1","8","47995","7","0"
"100643","4","2","-1","8","48603","7","0"
"100644","4","2","-1","8","48597","7","0"
"100645","4","2","-1","8","48678","8","0"
"100646","4","2","-1","8","48679","8","0"
"100647","4","2","-1","8","48363","8","0"
"100648","4","2","-1","8","48362","8","0"
"100649","4","2","-1","8","48311","9","0"
"100650","4","2","-1","8","48322","9","0"
"100651","4","2","-1","8","48324","9","0"
"100652","4","2","-1","8","48681","9","0"
"100653","4","2","-1","8","48018","10","0"
"100654","4","2","-1","8","48917","10","0"
"100655","4","2","-1","8","48059","10","0"
"100656","4","2","-1","8","49966","10","0"
"100657","4","3","-1","5","53564","1","0"
"100658","4","3","-1","5","48025","1","0"
"100659","4","3","-1","5","48024","1","0"
"100660","4","3","-1","5","45778","1","0"
"100661","4","3","-1","5","47998","3","0"
"100662","4","3","-1","5","48004","3","0"
"100663","4","3","-1","5","48609","3","0"
"100664","4","3","-1","5","48616","3","0"
"100665","4","3","-1","5","48014","20","0"
"100666","4","3","-1","5","48013","20","0"
"100667","4","3","-1","5","48913","20","0"
"100668","4","3","-1","5","48918","20","0"
"100669","4","3","-1","5","48671","6","0"
"100670","4","3","-1","5","48674","6","0"
"100671","4","3","-1","5","48358","6","0"
"100672","4","3","-1","5","48353","6","0"
"100673","4","3","-1","5","47990","7","0"
"100674","4","3","-1","5","47993","7","0"
"100675","4","3","-1","5","48050","7","0"
"100676","4","3","-1","5","48608","7","0"
"100677","4","3","-1","5","48672","8","0"
"100678","4","3","-1","5","48675","8","0"
"100679","4","3","-1","5","48370","8","0"
"100680","4","3","-1","5","48364","8","0"
"100681","4","3","-1","5","48325","9","0"
"100682","4","3","-1","5","48326","9","0"
"100683","4","3","-1","5","48315","9","0"
"100684","4","3","-1","5","48670","9","0"
"100685","4","3","-1","5","48034","10","0"
"100686","4","3","-1","5","48914","10","0"
"100687","4","3","-1","5","48919","10","0"
"100688","4","3","-1","5","48060","10","0"
"100689","4","4","-1","4","43886","1","0"
"100690","4","4","-1","6","45782","1","0"
"100691","4","4","-1","4","48022","1","0"
"100692","4","4","-1","4","48033","1","0"
"100693","4","4","-1","6","50016","3","0"
"100694","4","4","-1","1","50017","3","0"
"100695","4","4","-1","1","50015","3","0"
"100696","4","4","-1","1","50003","3","0"
"100697","4","4","-1","1","48015","5","0"
"100698","4","4","-1","1","48016","5","0"
"100699","4","4","-1","1","48927","5","0"
"100700","4","4","-1","1","48928","5","0"
"100701","4","4","-1","1","48660","6","0"
"100702","4","4","-1","1","48661","6","0"
"100703","4","4","-1","1","48355","6","0"
"100704","4","4","-1","1","48360","6","0"
"100705","4","4","-1","6","47988","7","0"
"100706","4","4","-1","6","47991","7","0"
"100707","4","4","-1","6","48043","7","0"
"100708","4","4","-1","6","48045","7","0"
"100709","4","4","-1","1","48663","8","0"
"100710","4","4","-1","1","48669","8","0"
"100711","4","4","-1","1","48366","8","0"
"100712","4","4","-1","1","48372","8","0"
"100713","4","4","-1","6","48313","9","0"
"100714","4","4","-1","6","48312","9","0"
"100715","4","4","-1","6","48314","9","0"
"100716","4","4","-1","6","48347","9","0"
"100717","4","4","-1","1","48032","10","0"
"100718","4","4","-1","1","48905","10","0"
"100719","4","4","-1","1","48926","10","0"
"100720","4","4","-1","1","48640","10","0"
"100721","4","1","-1","7","43891","1","0"
"100722","4","1","-1","7","50005","1","0"
"100723","4","1","-1","7","50007","1","0"
"100724","4","1","-1","7","50008","1","0"
"100725","4","1","-1","7","50010","3","0"
"100726","4","1","-1","7","50011","3","0"
"100727","4","1","-1","7","45676","3","0"
"100728","4","1","-1","7","45126","3","0"
"100729","4","1","-1","7","49954","20","0"
"100730","4","1","-1","7","49963","20","0"
"100731","4","1","-1","7","49958","20","0"
"100732","4","1","-1","7","48300","20","0"
"100733","4","1","-1","7","48359","6","0"
"100734","4","1","-1","7","48354","6","0"
"100735","4","1","-1","7","47412","6","0"
"100736","4","1","-1","7","47421","6","0"
"100737","4","1","-1","7","49955","7","0"
"100738","4","1","-1","7","49964","7","0"
"100739","4","1","-1","7","49959","7","0"
"100740","4","1","-1","7","45218","7","0"
"100741","4","1","-1","7","48368","8","0"
"100742","4","1","-1","7","48371","8","0"
"100743","4","1","-1","7","48365","8","0"
"100744","4","1","-1","7","47414","8","0"
"100745","4","1","-1","7","48687","9","0"
"100746","4","1","-1","7","48690","9","0"
"100747","4","1","-1","7","45745","9","0"
"100748","4","1","-1","7","45743","9","0"
"100749","4","1","-1","7","48920","10","0"
"100750","4","1","-1","7","48618","10","0"
"100751","4","1","-1","7","49960","10","0"
"100752","4","1","-1","7","49957","10","0"
"100753","4","2","-1","8","48601","1","0"
"100754","4","2","-1","8","48602","1","0"
"100755","4","2","-1","8","48739","1","0"
"100756","4","2","-1","8","52634","1","0"
"100757","4","2","-1","8","48598","3","0"
"100758","4","2","-1","8","45436","3","0"
"100759","4","2","-1","8","45667","3","0"
"100760","4","2","-1","8","46944","3","0"
"100761","4","2","-1","8","48054","20","0"
"100762","4","2","-1","8","48055","20","0"
"100763","4","2","-1","8","49968","20","0"
"100764","4","2","-1","8","48599","20","0"
"100765","4","2","-1","8","47409","6","0"
"100766","4","2","-1","8","47900","6","0"
"100767","4","2","-1","8","45245","6","0"
"100768","4","2","-1","8","45244","6","0"
"100769","4","2","-1","8","45428","7","0"
"100770","4","2","-1","8","45665","7","0"
"100771","4","2","-1","8","45666","7","0"
"100772","4","2","-1","8","46946","7","0"
"100773","4","2","-1","8","48369","8","0"
"100774","4","2","-1","8","47428","8","0"
"100775","4","2","-1","8","47403","8","0"
"100776","4","2","-1","8","45238","8","0"
"100777","4","2","-1","8","48682","9","0"
"100778","4","2","-1","8","45746","9","0"
"100779","4","2","-1","8","45753","9","0"
"100780","4","2","-1","8","47436","9","0"
"100781","4","2","-1","8","49965","10","0"
"100782","4","2","-1","8","48039","10","0"
"100783","4","2","-1","8","45426","10","0"
"100784","4","2","-1","8","45664","10","0"
"100785","4","3","-1","5","45783","1","0"
"100786","4","3","-1","5","48606","1","0"
"100787","4","3","-1","5","48613","1","0"
"100788","4","3","-1","5","48614","1","0"
"100789","4","3","-1","5","45682","3","0"
"100790","4","3","-1","5","45672","3","0"
"100791","4","3","-1","5","46881","3","0"
"100792","4","3","-1","5","46890","3","0"
"100793","4","3","-1","5","48604","20","0"
"100794","4","3","-1","5","49969","20","0"
"100795","4","3","-1","5","46356","20","0"
"100796","4","3","-1","5","45807","20","0"
"100797","4","3","-1","5","47406","6","0"
"100798","4","3","-1","5","47419","6","0"
"100799","4","3","-1","5","45247","6","0"
"100800","4","3","-1","5","45765","6","0"
"100801","4","3","-1","5","48615","7","0"
"100802","4","3","-1","5","45681","7","0"
"100803","4","3","-1","5","45671","7","0"
"100804","4","3","-1","5","46882","7","0"
"100805","4","3","-1","5","47408","8","0"
"100806","4","3","-1","5","47420","8","0"
"100807","4","3","-1","5","45240","8","0"
"100808","4","3","-1","5","45239","8","0"
"100809","4","3","-1","5","48673","9","0"
"100810","4","3","-1","5","45744","9","0"
"100811","4","3","-1","5","45750","9","0"
"100812","4","3","-1","5","45358","9","0"
"100813","4","3","-1","5","48605","10","0"
"100814","4","3","-1","5","48611","10","0"
