"ID","ClassID","SubclassID","Sound_Override_Subclassid","Material","DisplayInfoID","InventoryType","SheatheType"
"70000","15","4","-1","0","2616","0","0"
"70001","0","0","-1","0","13465","0","0"
"70002","0","0","-1","0","13465","0","0"
"70003","0","0","-1","0","13465","0","0"
"70004","0","0","-1","0","13465","0","0"
"70005","0","0","-1","0","13465","0","0"
"70006","0","0","-1","0","13465","0","0"
"70007","0","0","-1","0","13465","0","0"
"70008","0","0","-1","0","13465","0","0"
"70009","0","0","-1","0","13465","0","0"
"70010","0","0","-1","0","13465","0","0"
"70011","0","0","-1","0","13465","0","0"
"70012","0","0","-1","0","13465","0","0"
"70013","0","0","-1","0","13465","0","0"
"70014","0","0","-1","0","13465","0","0"
"70015","0","0","-1","0","13465","0","0"
"91006","15","5","-1","-1","3426","0","0"
"91007","15","5","-1","-1","3426","0","0"
"91008","15","5","-1","-1","3426","0","0"
"91009","15","5","-1","-1","3426","0","0"
"91010","15","5","-1","-1","3426","0","0"
"91011","15","5","-1","-1","3426","0","0"
"91012","15","5","-1","-1","3426","0","0"
"91013","15","5","-1","-1","3426","0","0"
"91014","15","5","-1","-1","3426","0","0"
"91015","15","5","-1","-1","3426","0","0"
"91016","15","5","-1","-1","3426","0","0"
"91017","15","5","-1","-1","3426","0","0"
"91018","15","5","-1","-1","3426","0","0"
"91019","15","5","-1","-1","3426","0","0"
"91500","15","2","-1","4","62969","0","0"
